itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
Grapefruit Sparkling Water,Coconut Sparkling Water,902,0.030318706,14721,0.494813384,4073,0.136904756,0.061273011,0.221458384,0.447559407
Broccoli & Apple Stage 2 Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,898,0.030184255,6829,0.229541512,8782,0.295187225,0.131498023,0.102254612,0.445473287
Kids Sensible Foods Broccoli Littles,Gluten Free SpongeBob Spinach Littles,601,0.020201266,5693,0.191357421,7067,0.237541348,0.105568242,0.085043158,0.444420488
Icelandic Style Skyr Blueberry Non-fat Yogurt,Non Fat Acai & Mixed Berries Yogurt,2478,0.08329241,19235,0.646541365,8648,0.290683115,0.128827658,0.286540241,0.443189339
"Peach,  Apricot & Banana Stage 2 Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,662,0.022251645,5094,0.17122338,8782,0.295187225,0.129956812,0.075381462,0.440252155
Fat Free Blueberry Yogurt,Fat Free Strawberry Yogurt,1007,0.033848045,7161,0.240700947,9795,0.329236947,0.140622818,0.102807555,0.427117368
Total 0% Raspberry Yogurt,Cherry Pomegranate Greek Yogurt,1190,0.03999918,12135,0.407890796,6840,0.229911252,0.098063453,0.173976608,0.426527418
Curate Melon Pomelo Sparking Water,Kiwi Sandia Sparkling Water,918,0.03085651,7035,0.23646574,9118,0.306481111,0.130490405,0.100679974,0.425769813
Non Fat Raspberry Yogurt,Non Fat Acai & Mixed Berries Yogurt,1958,0.065813777,16357,0.549803853,8648,0.290683115,0.119704102,0.226410731,0.411802736
Lemon Yogurt,Coconut Yoghurt,767,0.025780984,8910,0.299489658,6275,0.210920045,0.086083053,0.122231076,0.408131208
Gluten Free Dark Chocolate Chunk Chewy with a Crunch Granola Bars,Oats & Honey Gluten Free Granola,1163,0.039091635,10680,0.358984236,7973,0.267994505,0.108895131,0.145867302,0.406333447
Strawberry Rhubarb Yoghurt,Raspberry Yoghurt,1116,0.037511836,9937,0.334009958,8352,0.28073374,0.112307537,0.13362069,0.400050018
Icelandic Style Skyr Blueberry Non-fat Yogurt,Strained Non Fat Orange & Ginger Yogurt,636,0.021377713,19235,0.646541365,2490,0.083695763,0.033064726,0.255421687,0.395058538
Icelandic Style Skyr Blueberry Non-fat Yogurt,Nonfat Icelandic Style Strawberry Yogurt,2699,0.090720829,19235,0.646541365,10654,0.358110304,0.14031713,0.253332082,0.391826564
Oats & Honey Gluten Free Granola,Gluten Free Peanut Butter Dark Chocolate Chewy With a Crunch Granola Bars,688,0.023125576,7973,0.267994505,6672,0.224264309,0.086291233,0.103117506,0.384774703
Kiwi Sandia Sparkling Water,Blackberry Cucumber Sparkling Water,1297,0.043595745,9118,0.306481111,11181,0.375824227,0.142246107,0.116000358,0.378491051
Nonfat Icelandic Style Strawberry Yogurt,Non Fat Acai & Mixed Berries Yogurt,1158,0.038923572,10654,0.358110304,8648,0.290683115,0.108691571,0.133903793,0.373917732
Non Fat Raspberry Yogurt,Nonfat Icelandic Style Strawberry Yogurt,2188,0.073544711,16357,0.549803853,10654,0.358110304,0.13376536,0.205368876,0.373531168
Fat Free Strawberry Yogurt,Cherry Pomegranate Greek Yogurt,827,0.027797749,9795,0.329236947,6840,0.229911252,0.084430832,0.120906433,0.367232274
Icelandic Style Skyr Blueberry Non-fat Yogurt,Non Fat Raspberry Yogurt,3802,0.127795699,19235,0.646541365,16357,0.549803853,0.197660515,0.232438711,0.359510967
Blueberry Yoghurt,Strawberry Rhubarb Yoghurt,1165,0.039158861,9770,0.328396628,9937,0.334009958,0.119242579,0.117238603,0.357003067
Organic Summer Strawberry Bunny Fruit Snacks,Organic Bunny Fruit Tropical Treat Fruit Snacks,646,0.02171384,12542,0.421571188,4302,0.144602077,0.051506937,0.150162715,0.356197765
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Blackberry Yogurt,727,0.024436474,18006,0.605231288,3462,0.116367362,0.04037543,0.209994223,0.346965247
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% with Raspberry Pomegranate Lowfat Greek Strained Yogurt,627,0.021075198,19877,0.668120754,2710,0.091090569,0.031543996,0.231365314,0.346292661
Total 2% Lowfat Greek Strained Yogurt with Peach,Blackberry Yogurt,800,0.026890205,19877,0.668120754,3462,0.116367362,0.040247522,0.2310803,0.345866071
Lemon Yogurt,Raspberry Yoghurt,865,0.029075034,8910,0.299489658,8352,0.28073374,0.09708193,0.103568008,0.345814972
Vanilla Skyr Nonfat Yogurt,Nonfat Icelandic Style Strawberry Yogurt,2214,0.074418642,18125,0.609231206,10654,0.358110304,0.122151724,0.207809274,0.341100836
"Yogurt, Lowfat, Strawberry",Lowfat Vanilla Yogurt,758,0.025478469,8025,0.269742368,8288,0.278582523,0.094454829,0.091457529,0.339055112
Fat Free Strawberry Yogurt,Total 0% Blueberry Acai Greek Yogurt,658,0.022117194,9795,0.329236947,5968,0.200600929,0.067177131,0.110254692,0.334879462
Chocolate Ice Cream,Vanilla Bean Light Ice Cream,704,0.02366338,13198,0.443621156,4766,0.160198396,0.053341415,0.147712967,0.33297097
Total 0% with Honey Nonfat Greek Strained Yogurt,Fat Free Blueberry Yogurt,897,0.030150642,11204,0.37659732,7161,0.240700947,0.080060693,0.125261835,0.33261478
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Blackberry Yogurt,799,0.026856592,20731,0.696826048,3462,0.116367362,0.038541315,0.23079145,0.331203821
Organic Bunny Fruit Snacks Berry Patch,Organic Bunny Fruit Tropical Treat Fruit Snacks,638,0.021444938,13343,0.448495006,4302,0.144602077,0.047815334,0.148303115,0.330668375
Curate Melon Pomelo Sparking Water,Blackberry Cucumber Sparkling Water,874,0.029377549,7035,0.23646574,11181,0.375824227,0.124235963,0.078168321,0.330569331
Lemon Yogurt,Blueberry Yoghurt,949,0.031898506,8910,0.299489658,9770,0.328396628,0.10650954,0.097134084,0.324332014
Apple Pie Fruit & Nut Food Bar,Peanut Butter Chocolate Chip Fruit & Nut Food Bar,619,0.020806296,7461,0.250784774,7627,0.256364491,0.08296475,0.08115904,0.323620286
Non Fat Raspberry Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,3422,0.115022852,16357,0.549803853,19235,0.646541365,0.209207067,0.177904861,0.323578782
Strawberry Rhubarb Yogurt,Vanilla Skyr Style Yogurt,629,0.021142424,6560,0.220499681,8886,0.298682951,0.095884146,0.070785505,0.321023165
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% with Raspberry Pomegranate Lowfat Greek Strained Yogurt,602,0.020234879,20731,0.696826048,2710,0.091090569,0.029038638,0.222140221,0.31878863
Total 0% Raspberry Yogurt,Total 0% Blueberry Acai Greek Yogurt,770,0.025881822,12135,0.407890796,5968,0.200600929,0.063452822,0.129021448,0.316313702
Strawberry Rhubarb Yoghurt,Lemon Yogurt,935,0.031427927,9937,0.334009958,8910,0.299489658,0.094092785,0.104938272,0.314177075
Fat Free Blueberry Yogurt,Total 0% Raspberry Yogurt,913,0.030688446,7161,0.240700947,12135,0.407890796,0.12749616,0.075236918,0.31257425
Non Fat Acai & Mixed Berries Yogurt,Nonfat Icelandic Style Strawberry Yogurt,955,0.032100182,8648,0.290683115,10654,0.358110304,0.110430157,0.089637695,0.308369114
Synergy Organic Kombucha Gingerberry,Organic & Raw Strawberry Serenity Kombucha,639,0.021478551,8865,0.297977083,6965,0.234112847,0.072081218,0.091744436,0.307890914
Cherry Pomegranate Greek Yogurt,Fat Free Strawberry Yogurt,689,0.023159189,6840,0.229911252,9795,0.329236947,0.100730994,0.070342011,0.305952886
Raspberry Yoghurt,Strawberry Rhubarb Yoghurt,841,0.028268328,8352,0.28073374,9937,0.334009958,0.100694444,0.084633189,0.301471384
Trilogy Kombucha Drink,Synergy Organic Kombucha Gingerberry,1493,0.050183845,16623,0.558744846,8865,0.297977083,0.089815316,0.168415116,0.301416858
Vanilla Skyr Nonfat Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,3483,0.11707323,18125,0.609231206,19235,0.646541365,0.192165517,0.181076163,0.297220762
Fat Free Strawberry Yogurt,Total 0% Raspberry Yogurt,1186,0.039864729,9795,0.329236947,12135,0.407890796,0.121082185,0.097733828,0.296849514
Strawberry Rhubarb Yoghurt,Coconut Yoghurt,620,0.020839909,9937,0.334009958,6275,0.210920045,0.062393076,0.098804781,0.295813878
Vanilla Bean Light Ice Cream,Chocolate Ice Cream,623,0.020940747,4766,0.160198396,13198,0.443621156,0.130717583,0.047204122,0.29466039
Honey Yoghurt,Raspberry Yoghurt,768,0.025814597,9394,0.315758232,8352,0.28073374,0.081754311,0.091954023,0.291216551
Honey Yoghurt,Blueberry Yoghurt,873,0.029343936,9394,0.315758232,9770,0.328396628,0.092931659,0.089355169,0.282986032
Vanilla Skyr Nonfat Yogurt,Non Fat Acai & Mixed Berries Yogurt,1479,0.049713266,18125,0.609231206,8648,0.290683115,0.0816,0.171022202,0.280718059
Lemon Yogurt,Strawberry Rhubarb Yoghurt,832,0.027965813,8910,0.299489658,9937,0.334009958,0.093378227,0.083727483,0.279567194
Soda,Zero Calorie Cola,2417,0.081242032,32674,1.098263195,7888,0.265137421,0.07397319,0.306414807,0.278999432
Baby Cucumbers,Packaged Grape Tomatoes,1706,0.057343362,13931,0.468259306,13064,0.439117047,0.122460699,0.130587875,0.278879401
Nonfat Icelandic Style Strawberry Yogurt,Non Fat Raspberry Yogurt,1633,0.054889631,10654,0.358110304,16357,0.549803853,0.153275765,0.099834933,0.278782632
Lowfat Vanilla Yogurt,"Yogurt, Lowfat, Strawberry",609,0.020470169,8288,0.278582523,8025,0.269742368,0.07347973,0.07588785,0.272407076
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Blackberry Yogurt,945,0.031764055,29836,1.002870193,3462,0.116367362,0.031673147,0.272963605,0.272182389
Organic Raw Kombucha Gingerade,"Kombucha, Organic Raw, Citrus",834,0.028033039,20536,0.690271561,4461,0.149946505,0.040611609,0.186953598,0.270840649
Icelandic Style Skyr Blueberry Non-fat Yogurt,Vanilla Skyr Nonfat Yogurt,3170,0.106552437,19235,0.646541365,18125,0.609231206,0.164803743,0.174896552,0.270511001
Nonfat Icelandic Style Strawberry Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,1860,0.062519726,10654,0.358110304,19235,0.646541365,0.174582317,0.096698726,0.270024976
Vanilla Skyr Nonfat Yogurt,Non Fat Raspberry Yogurt,2680,0.090082187,18125,0.609231206,16357,0.549803853,0.147862069,0.163844226,0.268936036
Curate Cherry Lime Sparkling Water,Kiwi Sandia Sparkling Water,733,0.02463815,8899,0.299119917,9118,0.306481111,0.082368805,0.080390436,0.268756548
Total 0% with Honey Nonfat Greek Strained Yogurt,Fat Free Strawberry Yogurt,990,0.033276629,11204,0.37659732,9795,0.329236947,0.0883613,0.101071975,0.268382089
Total 0% with Honey Nonfat Greek Strained Yogurt,Total 0% Blueberry Acai Greek Yogurt,603,0.020268492,11204,0.37659732,5968,0.200600929,0.053820064,0.101038874,0.268294193
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Lowfat Greek Strained Yogurt With Blueberry,5575,0.187391116,29836,1.002870193,20731,0.696826048,0.186854806,0.26892094,0.268151294
Blueberry Yoghurt,Lemon Yogurt,766,0.025747371,9770,0.328396628,8910,0.299489658,0.078403275,0.085970819,0.261789592
Nonfat Icelandic Style Strawberry Yogurt,Vanilla Skyr Nonfat Yogurt,1684,0.056603881,10654,0.358110304,18125,0.609231206,0.158062699,0.092910345,0.259446164
Oats & Honey Gluten Free Granola,Gluten Free Dark Chocolate Chunk Chewy with a Crunch Granola Bars,741,0.024907052,7973,0.267994505,10680,0.358984236,0.092938668,0.069382022,0.258893452
Non Fat Acai & Mixed Berries Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,1447,0.048637658,8648,0.290683115,19235,0.646541365,0.167321924,0.07522745,0.258795389
Roasted Pine Nut Hummus,Organic Simply Naked Pita Chips,836,0.028100264,11150,0.374782231,8645,0.290582277,0.074977578,0.096703297,0.258025297
Chocolate Ice Cream,Strawberry Ice Cream,696,0.023394478,13198,0.443621156,6090,0.204701685,0.052735263,0.114285714,0.257620072
Honey Yoghurt,Strawberry Rhubarb Yoghurt,792,0.026621303,9394,0.315758232,9937,0.334009958,0.084309133,0.079702123,0.25241503
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% with Raspberry Pomegranate Lowfat Greek Strained Yogurt,684,0.022991125,29836,1.002870193,2710,0.091090569,0.022925325,0.252398524,0.251676165
Lemon Sparkling Water,Grapefruit Sparkling Water,1171,0.039360537,9405,0.316127972,14721,0.494813384,0.12450824,0.079546226,0.251626663
Trilogy Kombucha Drink,"Kombucha, Organic Raw, Citrus",625,0.021007973,16623,0.558744846,4461,0.149946505,0.037598508,0.140103116,0.250746145
Non Fat Acai & Mixed Berries Yogurt,Non Fat Raspberry Yogurt,1187,0.039898342,8648,0.290683115,16357,0.549803853,0.137257169,0.072568319,0.249647522
Trail Mix,Whole Grain Cheddar Baked Snack Crackers,677,0.022755836,11458,0.38513496,7043,0.236734642,0.059085355,0.096123811,0.249584745
"Yogurt, Strained Low-Fat, Coconut",Nonfat Icelandic Style Strawberry Yogurt,1065,0.035797585,12097,0.406613511,10654,0.358110304,0.088038357,0.099962455,0.24584145
"Yogurt, Strained Low-Fat, Coconut",Non Fat Acai & Mixed Berries Yogurt,863,0.029007809,12097,0.406613511,8648,0.290683115,0.071340002,0.099791859,0.245421897
Trilogy Kombucha Drink,Synergy Organic & Raw Cosmic Cranberry,819,0.027528847,16623,0.558744846,6037,0.202920209,0.049269085,0.135663409,0.242800287
Raspberry Yoghurt,Lemon Yogurt,607,0.020402943,8352,0.28073374,8910,0.299489658,0.072677203,0.068125701,0.24267016
Non Fat Raspberry Yogurt,Vanilla Skyr Nonfat Yogurt,2417,0.081242032,16357,0.549803853,18125,0.609231206,0.147765483,0.133351724,0.242544179
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% Lowfat Greek Strained Yogurt with Peach,3359,0.112905248,20731,0.696826048,19877,0.668120754,0.162027881,0.168989284,0.242512869
Fat Free Blueberry Yogurt,Total 0% with Honey Nonfat Greek Strained Yogurt,654,0.021982743,7161,0.240700947,11204,0.37659732,0.091328027,0.05837201,0.242508435
Strawberry Rhubarb Yoghurt,Honey Yoghurt,748,0.025142342,9937,0.334009958,9394,0.315758232,0.075274228,0.079625293,0.238391972
Total 0% with Honey Nonfat Greek Strained Yogurt,Cherry Pomegranate Greek Yogurt,614,0.020638232,11204,0.37659732,6840,0.229911252,0.054801856,0.089766082,0.238360915
Cherry Pomegranate Greek Yogurt,Total 0% Raspberry Yogurt,664,0.02231887,6840,0.229911252,12135,0.407890796,0.097076023,0.054717759,0.237995131
Organic Frozen Mango Chunks,Organic Sliced Peaches,838,0.02816749,10568,0.355219607,9918,0.333371316,0.079295988,0.084492841,0.23786086
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Lowfat Greek Strained Yogurt with Peach,4718,0.158584984,29836,1.002870193,19877,0.668120754,0.158131117,0.237359763,0.236680444
Packaged Grape Tomatoes,Rainbow Bell Peppers,1164,0.039125248,13064,0.439117047,11213,0.376899835,0.089099816,0.10380808,0.236401845
Blueberry Yoghurt,Honey Yoghurt,723,0.024302023,9770,0.328396628,9394,0.315758232,0.074002047,0.07696402,0.234363002
Honey Yoghurt,Lemon Yogurt,652,0.021915517,9394,0.315758232,8910,0.299489658,0.069406004,0.073176207,0.231747582
Curate Cherry Lime Sparkling Water,Blackberry Cucumber Sparkling Water,772,0.025949048,8899,0.299119917,11181,0.375824227,0.08675132,0.069045703,0.230829505
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Greek Mixed Berries Yogurt,626,0.021041585,29836,1.002870193,2713,0.091191408,0.020981365,0.230740877,0.230080502
Extra Fancy Unsalted Mixed Nuts,Trail Mix,787,0.026453239,9150,0.307556719,11458,0.38513496,0.086010929,0.068685634,0.223326724
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,2778,0.093376237,20731,0.696826048,18006,0.605231288,0.134002219,0.154281906,0.221406629
Trail Mix,Crunchy Oats 'n Honey Granola Bars,683,0.022957512,11458,0.38513496,8253,0.277406077,0.059609007,0.082757785,0.214879961
Nonfat Icelandic Style Strawberry Yogurt,"Yogurt, Strained Low-Fat, Coconut",928,0.031192638,10654,0.358110304,12097,0.406613511,0.087103435,0.076713235,0.214216776
Seedless Cucumbers,Rainbow Bell Peppers,1067,0.035864811,13264,0.445839598,11213,0.376899835,0.080443305,0.095157407,0.213434175
Organic Sliced Peaches,Organic Frozen Mango Chunks,749,0.025175954,9918,0.333371316,10568,0.355219607,0.075519258,0.070874338,0.212598788
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% Lowfat Greek Strained Yogurt With Blueberry,2923,0.098250086,19877,0.668120754,20731,0.696826048,0.147054384,0.140996575,0.211034569
Fat Free Strawberry Yogurt,Total 0% with Honey Nonfat Greek Strained Yogurt,771,0.025915435,9795,0.329236947,11204,0.37659732,0.078713629,0.068814709,0.209012718
Baby Cucumbers,Rainbow Bell Peppers,1096,0.036839581,13931,0.468259306,11213,0.376899835,0.078673462,0.09774369,0.208738383
Vanilla Skyr Nonfat Yogurt,"Yogurt, Strained Low-Fat, Coconut",1537,0.051662806,18125,0.609231206,12097,0.406613511,0.0848,0.127056295,0.20855185
Mango Chunks,Frozen Peaches,649,0.021814679,17652,0.593332372,5256,0.176668646,0.036766372,0.12347793,0.208109208
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Total 2% Lowfat Greek Strained Yogurt with Peach,2492,0.083762988,18006,0.605231288,19877,0.668120754,0.138398312,0.125371032,0.207145656
Packaged Grape Tomatoes,Seedless Cucumbers,1197,0.040234469,13064,0.439117047,13264,0.445839598,0.091625842,0.09024427,0.20551302
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,2463,0.082788218,19877,0.668120754,18006,0.605231288,0.123912059,0.136787737,0.204735052
No Salt Added Black Beans,Dark Red Kidney Beans No Salt Added,677,0.022755836,27889,0.937426157,3553,0.119426123,0.024274804,0.190543203,0.203262093
Rainbow Bell Peppers,Seedless Cucumbers,1013,0.034049722,11213,0.376899835,13264,0.445839598,0.090341568,0.076372135,0.202632445
Organic Bunny Fruit Snacks Berry Patch,Organic Summer Strawberry Bunny Fruit Snacks,1137,0.038217704,13343,0.448495006,12542,0.421571188,0.08521322,0.090655398,0.202132458
Organic Raw Kombucha Gingerade,Synergy Organic Kombucha Gingerberry,1227,0.041242852,20536,0.690271561,8865,0.297977083,0.059748734,0.138409475,0.200514527
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Total 2% Lowfat Greek Strained Yogurt With Blueberry,2514,0.084502469,18006,0.605231288,20731,0.696826048,0.139620127,0.121267667,0.200365826
Organic Raw Kombucha Gingerade,Organic Raw Multigreen Kobmbucha,906,0.030453157,20536,0.690271561,6553,0.220264391,0.044117647,0.138257287,0.20029405
"Yogurt, Strained Low-Fat, Coconut",Non Fat Raspberry Yogurt,1329,0.044671353,12097,0.406613511,16357,0.549803853,0.109861949,0.081249618,0.199820261
Organic Simply Naked Pita Chips,Roasted Pine Nut Hummus,647,0.021747453,8645,0.290582277,11150,0.374782231,0.074840949,0.058026906,0.199691827
Organic Summer Strawberry Bunny Fruit Snacks,Organic Bunny Fruit Snacks Berry Patch,1121,0.0376799,12542,0.421571188,13343,0.448495006,0.089379684,0.08401409,0.199288026
Rainbow Bell Peppers,Packaged Grape Tomatoes,981,0.032974114,11213,0.376899835,13064,0.439117047,0.087487737,0.075091855,0.199235575
Icelandic Style Skyr Blueberry Non-fat Yogurt,"Yogurt, Strained Low-Fat, Coconut",1558,0.052368674,19235,0.646541365,12097,0.406613511,0.08099818,0.128792263,0.199201891
Blackberry Cucumber Sparkling Water,Curate Cherry Lime Sparkling Water,656,0.022049968,11181,0.375824227,8899,0.299119917,0.05867096,0.073716148,0.196145279
Non Fat Raspberry Yogurt,"Yogurt, Strained Low-Fat, Coconut",1295,0.043528519,16357,0.549803853,12097,0.406613511,0.079170997,0.107051335,0.19470823
Non Fat Acai & Mixed Berries Yogurt,Vanilla Skyr Nonfat Yogurt,1022,0.034352237,8648,0.290683115,18125,0.609231206,0.118177613,0.056386207,0.193978267
Total 0% Raspberry Yogurt,Total 0% with Honey Nonfat Greek Strained Yogurt,882,0.029646451,12135,0.407890796,11204,0.37659732,0.072682324,0.078721885,0.192997454
